"","rules","support","confidence","lift"
"710","{Seasons=1,Accident/trauma=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"711","{Seasons=1,Accident/trauma=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"712","{Seasons=1,Childish disease=1,Accident/trauma=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"713","{Seasons=1,Age=30-36,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"714","{Seasons=1,Age=30-36,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"715","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"716","{Seasons=1,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"717","{Seasons=1,Childish disease=1,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"718","{Seasons=1,Childish disease=1,Accident/trauma=1,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"719","{Seasons=1,Age=30-36,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"720","{Seasons=1,Age=30-36,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"721","{Seasons=1,Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"722","{Seasons=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"723","{Seasons=1,Childish disease=1,Surgeries=0,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"724","{Seasons=1,Age=30-36,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"725","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"726","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"727","{Seasons=1,Childish disease=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"728","{Seasons=1,Age=30-36,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"729","{Seasons=1,Age=30-36,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"730","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"731","{Seasons=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"732","{Seasons=1,Childish disease=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"733","{Seasons=1,Childish disease=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"734","{Seasons=1,Age=30-36,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"735","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"736","{Seasons=1,Childish disease=1,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"737","{Seasons=1,Age=30-36,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"738","{Seasons=1,Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"739","{Seasons=1,Childish disease=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"740","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"741","{Seasons=1,Age=30-36,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"742","{Seasons=1,Age=30-36,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"743","{Seasons=1,Age=30-36,Childish disease=1,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"744","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.02,1,8.33333333333333
"745","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"746","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"747","{Seasons=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"748","{Seasons=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"749","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"750","{Seasons=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"751","{Seasons=1,Childish disease=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"752","{Seasons=1,Childish disease=1,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"753","{Seasons=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"754","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"755","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"756","{Seasons=1,Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"757","{Seasons=1,Age=30-36,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"758","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"759","{Seasons=1,Age=30-36,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"760","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"761","{Seasons=1,Age=30-36,Childish disease=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"762","{Seasons=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"763","{Seasons=1,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"764","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"765","{Seasons=1,Childish disease=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"766","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"767","{Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"768","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"769","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.03,1,8.33333333333333
"770","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"771","{Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"772","{Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"773","{Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"774","{Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"775","{Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"776","{Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"777","{Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"778","{Seasons=-0.33,Age=30-36,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"779","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"780","{Seasons=-0.33,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"781","{Seasons=-0.33,Childish disease=1,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"782","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"783","{Seasons=-0.33,Age=30-36,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"784","{Seasons=-0.33,Age=30-36,Childish disease=1,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"785","{Seasons=-0.33,Accident/trauma=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"786","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"787","{Seasons=-0.33,Childish disease=1,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"788","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"789","{Seasons=-0.33,Age=30-36,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"790","{Seasons=-0.33,Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"791","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"792","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"793","{Seasons=-0.33,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"794","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"795","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"796","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"797","{Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"798","{Age=30-36,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"799","{Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"800","{Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"801","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"802","{Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"803","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"804","{Seasons=1,Age=30-36,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"805","{Seasons=1,Age=30-36,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"806","{Seasons=1,Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"807","{Seasons=1,Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"808","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"809","{Seasons=1,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"810","{Seasons=1,Childish disease=1,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"811","{Seasons=1,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"812","{Seasons=1,Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"813","{Seasons=1,Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"814","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"815","{Seasons=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"816","{Seasons=1,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"817","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"818","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"819","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"820","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"821","{Seasons=1,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"822","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"823","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"824","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"825","{Seasons=-0.33,Age=30-36,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"826","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"827","{Seasons=-0.33,Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"828","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"829","{Seasons=-0.33,Age=30-36,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"830","{Seasons=-0.33,Age=30-36,Childish disease=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"831","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"832","{Seasons=-0.33,Age=30-36,Surgeries=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"833","{Seasons=-0.33,Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"834","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"835","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"836","{Seasons=-0.33,Childish disease=1,Surgeries=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"837","{Seasons=-0.33,Age=30-36,Accident/trauma=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"838","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"839","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"840","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"841","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"842","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,Surgeries=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"843","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"844","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"845","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"846","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"847","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"848","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"849","{Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"850","{Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"851","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"852","{Age=30-36,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"853","{Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"854","{Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"855","{Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"856","{Childish disease=1,Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"857","{Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"858","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"859","{Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"860","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"861","{Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"862","{Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.02,1,8.33333333333333
"863","{Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"864","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"865","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"866","{Seasons=-1,Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"867","{Seasons=-1,Age=30-36,Surgeries=1,fevers in past year=0,smoking habbit=0,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"868","{Seasons=-1,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=0,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"869","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"870","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,smoking habbit=0,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
